rank,as_of_date,window_key,window_days,period_label,product_id,product_name,product_image_url,priority_level,priority_sort_score,revenue_change_rate_30d,revenue_change_rate,revenue_compare_state,revenue_compare_note,revenue_30d_compare_state,revenue_30d_compare_note,revenue_reason,role_taxonomy,role_reason,role_evidence_status,brand_score_status,brand_score_reason,revenue_freshness_max_date,role_freshness_max_date,brand_revenue_current,brand_revenue_previous,brand_revenue_delta_rate,brand_revenue_30d_current,brand_revenue_30d_previous,brand_revenue_30d_delta_rate
93,2026-04-18,1d,1,하루 기준,1000000161,십리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000161/image/list/1000000086_list_048.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
94,2026-04-18,7d,7,최근 7일,1000000161,십리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000161/image/list/1000000086_list_048.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
95,2026-04-18,30d,30,최근 30일,1000000161,십리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000161/image/list/1000000086_list_048.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
96,2026-04-18,1d,1,하루 기준,1000000072,마스코바도 흑임자설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000072/image/list/1000000072_list_015.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,하루 기준 관측 없음 기준 하루 기준 역할 관측이 없습니다.,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
97,2026-04-18,7d,7,최근 7일,1000000072,마스코바도 흑임자설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000072/image/list/1000000072_list_015.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.07,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
98,2026-04-18,1d,1,하루 기준,1000000144,경기 미숫가루 쫀드기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000144/image/list/1000000144_list_070.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,하루 기준 관측 없음 기준 하루 기준 역할 관측이 없습니다.,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
99,2026-04-18,7d,7,최근 7일,1000000144,경기 미숫가루 쫀드기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000144/image/list/1000000144_list_070.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.11,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
100,2026-04-18,1d,1,하루 기준,1000000041,콩영양찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000041/image/list/1000000041_list_042.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
101,2026-04-18,7d,7,최근 7일,1000000041,콩영양찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000041/image/list/1000000041_list_042.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
102,2026-04-18,30d,30,최근 30일,1000000041,콩영양찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000041/image/list/1000000041_list_042.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
103,2026-04-18,1d,1,하루 기준,1000000152,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000152/image/list/1000000152_list_099.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
104,2026-04-18,7d,7,최근 7일,1000000152,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000152/image/list/1000000152_list_099.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
105,2026-04-18,30d,30,최근 30일,1000000152,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000152/image/list/1000000152_list_099.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
106,2026-04-18,1d,1,하루 기준,1000000120,깨송편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000120/image/list/1000000120_list_068.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
107,2026-04-18,7d,7,최근 7일,1000000120,깨송편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000120/image/list/1000000120_list_068.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
108,2026-04-18,30d,30,최근 30일,1000000120,깨송편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000120/image/list/1000000120_list_068.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
109,2026-04-18,1d,1,하루 기준,1000000164,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000164/image/list/1000000089_list_027.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
110,2026-04-18,7d,7,최근 7일,1000000164,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000164/image/list/1000000089_list_027.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
111,2026-04-18,30d,30,최근 30일,1000000164,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000164/image/list/1000000089_list_027.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
112,2026-04-18,1d,1,하루 기준,1000000169,기원상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000169/image/list/1000000169_list_079.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
113,2026-04-18,7d,7,최근 7일,1000000169,기원상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000169/image/list/1000000169_list_079.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
114,2026-04-18,30d,30,최근 30일,1000000169,기원상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000169/image/list/1000000169_list_079.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
115,2026-04-18,1d,1,하루 기준,1000000095,매화 5송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000095/image/list/1000000095_list_06.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,하루 기준 관측 없음 기준 하루 기준 역할 관측이 없습니다.,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
116,2026-04-18,7d,7,최근 7일,1000000095,매화 5송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000095/image/list/1000000095_list_06.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,최근 7일 관측 없음 기준 최근 7일 역할 관측이 없습니다.,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
117,2026-04-18,1d,1,하루 기준,1000000162,백리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000162/image/list/1000000087_list_067.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
118,2026-04-18,7d,7,최근 7일,1000000162,백리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000162/image/list/1000000087_list_067.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
119,2026-04-18,1d,1,하루 기준,1000000165,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000165/image/list/1000000152_list_099.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
120,2026-04-18,7d,7,최근 7일,1000000165,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000165/image/list/1000000152_list_099.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
121,2026-04-18,30d,30,최근 30일,1000000165,첫맛상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000165/image/list/1000000152_list_099.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
122,2026-04-18,1d,1,하루 기준,1000000167,화연상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000167/image/list/1000000154_list_031.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
123,2026-04-18,7d,7,최근 7일,1000000167,화연상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000167/image/list/1000000154_list_031.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
124,2026-04-18,30d,30,최근 30일,1000000167,화연상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000167/image/list/1000000154_list_031.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
125,2026-04-18,1d,1,하루 기준,1000000166,유밀상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000166/image/list/1000000153_list_092.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
126,2026-04-18,7d,7,최근 7일,1000000166,유밀상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000166/image/list/1000000153_list_092.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
127,2026-04-18,30d,30,최근 30일,1000000166,유밀상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000166/image/list/1000000153_list_092.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
128,2026-04-18,1d,1,하루 기준,1000000175,설 십리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000175/image/list/1000000175_list_064.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
129,2026-04-18,7d,7,최근 7일,1000000175,설 십리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000175/image/list/1000000175_list_064.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
130,2026-04-18,1d,1,하루 기준,1000000176,설 십리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000176/image/list/1000000176_list_096.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
131,2026-04-18,7d,7,최근 7일,1000000176,설 십리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000176/image/list/1000000176_list_096.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
132,2026-04-18,1d,1,하루 기준,1000000177,설 백리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000177/image/list/1000000177_list_062.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
133,2026-04-18,7d,7,최근 7일,1000000177,설 백리향 1단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000177/image/list/1000000177_list_062.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
134,2026-04-18,1d,1,하루 기준,1000000178,설 백리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000178/image/list/1000000178_list_054.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
135,2026-04-18,7d,7,최근 7일,1000000178,설 백리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000178/image/list/1000000178_list_054.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
136,2026-04-18,30d,30,최근 30일,1000000178,설 백리향 2단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000178/image/list/1000000178_list_054.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
137,2026-04-18,1d,1,하루 기준,1000000179,설 백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000179/image/list/1000000179_list_07.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
138,2026-04-18,7d,7,최근 7일,1000000179,설 백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000179/image/list/1000000179_list_07.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
139,2026-04-18,30d,30,최근 30일,1000000179,설 백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000179/image/list/1000000179_list_07.jpg,정상 유지,1000000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
140,2026-04-18,1d,1,하루 기준,1000000075,2색절편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000075/image/list/1000000075_list_092.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
141,2026-04-18,7d,7,최근 7일,1000000075,2색절편 4kg,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000075/image/list/1000000075_list_092.jpg,정상 유지,1000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,관측 없음,역할 근거 없음,unavailable,unavailable,브랜드 점수 상태 없음,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
142,2026-04-18,7d,7,최근 7일,1000000035,떡국떡 500g,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000035/image/list/1000000035_list_093.jpg,정상 유지,300000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.21,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
143,2026-04-18,30d,30,최근 30일,1000000027,마스코바도 설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000027/image/list/1000000027_list_012.jpg,정상 유지,200000,0.13333333333333333,0.13333333333333333,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 13.3%,재구매확장기여,최근 30일 재구매확장기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
144,2026-04-18,1d,1,하루 기준,1000000087,백리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000087/image/list/1000000087_list_067.jpg,정상 유지,-100000,,0.08270676691729323,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 8.3%,반복구매기여,하루 기준 반복구매기여 기준 하루 기준 주요 신호 0.31,available,limited,하루 기준 브랜드 점수 참고용,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
145,2026-04-18,30d,30,최근 30일,1000000065,흰인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000065/image/list/1000000065_list_019.jpg,정상 유지,-1000000,0.25,0.25,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 25.0%,반복구매기여,최근 30일 반복구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
146,2026-04-18,7d,7,최근 7일,1000000128,흑임자인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000128/image/list/1000000128_list_033.jpg,정상 유지,-1400000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.14,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
147,2026-04-18,7d,7,최근 7일,1000000033,가래떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000033/image/list/1000000033_list_090.jpg,정상 유지,-1400000,,0.96,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 96.0%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.14,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
