date,source_product_id,target_product_id,transition_customer_cnt,source_cohort_customer_cnt,transition_rate,avg_days_to_transition
2026-04-18,1000000069,1000000045,1,101,9.900990099009901E-3,15
2026-04-18,1000000069,1000000064,2,101,1.9801980198019802E-2,41
2026-04-18,1000000069,1000000069,1,101,9.900990099009901E-3,9
2026-04-18,1000000069,1000000086,1,101,9.900990099009901E-3,0
2026-04-18,1000000069,1000000091,1,101,9.900990099009901E-3,0
2026-04-18,1000000069,1000000121,1,101,9.900990099009901E-3,12
2026-04-18,1000000069,1000000154,1,101,9.900990099009901E-3,36
2026-04-18,1000000070,1000000044,1,23,4.3478260869565216E-2,20
2026-04-18,1000000070,1000000062,1,23,4.3478260869565216E-2,53
2026-04-18,1000000070,1000000064,1,23,4.3478260869565216E-2,4
2026-04-18,1000000070,1000000070,1,23,4.3478260869565216E-2,8
2026-04-18,1000000071,1000000042,1,37,2.702702702702703E-2,9
2026-04-18,1000000071,1000000043,1,37,2.702702702702703E-2,21
2026-04-18,1000000071,1000000064,1,37,2.702702702702703E-2,33
2026-04-18,1000000071,1000000065,1,37,2.702702702702703E-2,12
2026-04-18,1000000071,1000000108,1,37,2.702702702702703E-2,0
2026-04-18,1000000071,1000000121,1,37,2.702702702702703E-2,21
2026-04-18,1000000083,1000000028,1,77,1.2987012987012988E-2,18
2026-04-18,1000000083,1000000035,1,77,1.2987012987012988E-2,19
2026-04-18,1000000083,1000000042,4,77,5.194805194805195E-2,26
2026-04-18,1000000083,1000000044,1,77,1.2987012987012988E-2,13
2026-04-18,1000000083,1000000045,1,77,1.2987012987012988E-2,0
2026-04-18,1000000083,1000000064,3,77,3.896103896103896E-2,26.333333333333332
2026-04-18,1000000083,1000000069,1,77,1.2987012987012988E-2,9
2026-04-18,1000000083,1000000083,1,77,1.2987012987012988E-2,43
2026-04-18,1000000083,1000000087,1,77,1.2987012987012988E-2,20
2026-04-18,1000000083,1000000094,1,77,1.2987012987012988E-2,0
2026-04-18,1000000083,1000000108,1,77,1.2987012987012988E-2,0
2026-04-18,1000000083,1000000121,1,77,1.2987012987012988E-2,1
2026-04-18,1000000083,1000000127,1,77,1.2987012987012988E-2,0
2026-04-18,1000000084,1000000044,1,149,6.711409395973154E-3,17
2026-04-18,1000000084,1000000064,2,149,1.3422818791946308E-2,25.5
2026-04-18,1000000084,1000000083,1,149,6.711409395973154E-3,1
2026-04-18,1000000084,1000000084,4,149,2.6845637583892617E-2,2.5
2026-04-18,1000000084,1000000087,1,149,6.711409395973154E-3,0
2026-04-18,1000000084,1000000088,2,149,1.3422818791946308E-2,3.5
2026-04-18,1000000084,1000000092,1,149,6.711409395973154E-3,0
2026-04-18,1000000084,1000000093,2,149,1.3422818791946308E-2,41
2026-04-18,1000000084,1000000108,2,149,1.3422818791946308E-2,0
2026-04-18,1000000084,1000000110,2,149,1.3422818791946308E-2,1
2026-04-18,1000000085,1000000033,1,321,3.115264797507788E-3,4
2026-04-18,1000000085,1000000035,1,321,3.115264797507788E-3,47
2026-04-18,1000000085,1000000042,1,321,3.115264797507788E-3,27
2026-04-18,1000000085,1000000045,2,321,6.230529595015576E-3,0
2026-04-18,1000000085,1000000064,2,321,6.230529595015576E-3,0
2026-04-18,1000000085,1000000084,4,321,1.2461059190031152E-2,23.5
2026-04-18,1000000085,1000000085,18,321,5.6074766355140186E-2,9.444444444444445
2026-04-18,1000000085,1000000086,9,321,2.8037383177570093E-2,7.777777777777778
2026-04-18,1000000085,1000000087,7,321,2.1806853582554516E-2,4.142857142857143
2026-04-18,1000000085,1000000088,8,321,2.4922118380062305E-2,6.25E-1
2026-04-18,1000000085,1000000089,1,321,3.115264797507788E-3,36
2026-04-18,1000000085,1000000090,2,321,6.230529595015576E-3,1.5
2026-04-18,1000000085,1000000091,2,321,6.230529595015576E-3,33.5
2026-04-18,1000000085,1000000092,3,321,9.345794392523364E-3,3.333333333333333E-1
2026-04-18,1000000085,1000000093,1,321,3.115264797507788E-3,0
2026-04-18,1000000085,1000000108,2,321,6.230529595015576E-3,5.0E-1
2026-04-18,1000000085,1000000111,1,321,3.115264797507788E-3,0
2026-04-18,1000000085,1000000127,1,321,3.115264797507788E-3,0
2026-04-18,1000000085,1000000153,1,321,3.115264797507788E-3,1
2026-04-18,1000000086,1000000045,1,199,5.025125628140704E-3,6
2026-04-18,1000000086,1000000063,1,199,5.025125628140704E-3,60
2026-04-18,1000000086,1000000064,2,199,1.0050251256281407E-2,12
2026-04-18,1000000086,1000000084,4,199,2.0100502512562814E-2,21.25
2026-04-18,1000000086,1000000085,12,199,6.030150753768844E-2,12.916666666666666
2026-04-18,1000000086,1000000086,21,199,1.0552763819095477E-1,11.19047619047619
2026-04-18,1000000086,1000000087,8,199,4.020100502512563E-2,12.125
2026-04-18,1000000086,1000000088,6,199,3.015075376884422E-2,0
2026-04-18,1000000086,1000000089,2,199,1.0050251256281407E-2,35
2026-04-18,1000000086,1000000090,1,199,5.025125628140704E-3,0
2026-04-18,1000000086,1000000113,1,199,5.025125628140704E-3,0
2026-04-18,1000000087,1000000033,1,455,2.197802197802198E-3,22
2026-04-18,1000000087,1000000035,2,455,4.395604395604396E-3,53.5
2026-04-18,1000000087,1000000043,2,455,4.395604395604396E-3,1
2026-04-18,1000000087,1000000044,1,455,2.197802197802198E-3,5
2026-04-18,1000000087,1000000064,6,455,1.3186813186813187E-2,34.666666666666664
2026-04-18,1000000087,1000000084,3,455,6.593406593406593E-3,9.333333333333334
2026-04-18,1000000087,1000000085,9,455,1.978021978021978E-2,9.222222222222221
2026-04-18,1000000087,1000000086,7,455,1.5384615384615385E-2,9.714285714285714
2026-04-18,1000000087,1000000087,30,455,6.593406593406594E-2,16.6
2026-04-18,1000000087,1000000088,14,455,3.076923076923077E-2,9.857142857142858
2026-04-18,1000000087,1000000092,2,455,4.395604395604396E-3,42
2026-04-18,1000000087,1000000093,3,455,6.593406593406593E-3,3
2026-04-18,1000000087,1000000094,1,455,2.197802197802198E-3,0
2026-04-18,1000000087,1000000143,1,455,2.197802197802198E-3,2
2026-04-18,1000000088,1000000035,1,351,2.849002849002849E-3,75
2026-04-18,1000000088,1000000063,1,351,2.849002849002849E-3,0
2026-04-18,1000000088,1000000064,8,351,2.2792022792022793E-2,25.625
2026-04-18,1000000088,1000000083,1,351,2.849002849002849E-3,80
2026-04-18,1000000088,1000000084,1,351,2.849002849002849E-3,52
2026-04-18,1000000088,1000000085,7,351,1.9943019943019943E-2,0
2026-04-18,1000000088,1000000086,8,351,2.2792022792022793E-2,9.5
2026-04-18,1000000088,1000000087,10,351,2.849002849002849E-2,4.1
2026-04-18,1000000088,1000000088,36,351,1.0256410256410256E-1,9
2026-04-18,1000000088,1000000089,2,351,5.698005698005698E-3,4.5
2026-04-18,1000000088,1000000090,1,351,2.849002849002849E-3,0
2026-04-18,1000000088,1000000092,1,351,2.849002849002849E-3,0
2026-04-18,1000000088,1000000094,2,351,5.698005698005698E-3,37
2026-04-18,1000000088,1000000112,2,351,5.698005698005698E-3,5.0E-1
2026-04-18,1000000088,1000000121,1,351,2.849002849002849E-3,13
2026-04-18,1000000088,1000000142,2,351,5.698005698005698E-3,4.5
2026-04-18,1000000089,1000000086,1,49,2.040816326530612E-2,0
2026-04-18,1000000089,1000000087,3,49,6.1224489795918366E-2,3.333333333333333E-1
2026-04-18,1000000089,1000000088,3,49,6.1224489795918366E-2,27
2026-04-18,1000000089,1000000089,4,49,8.163265306122448E-2,8.75
2026-04-18,1000000089,1000000091,1,49,2.040816326530612E-2,0
2026-04-18,1000000089,1000000111,1,49,2.040816326530612E-2,32
2026-04-18,1000000089,1000000112,2,49,4.081632653061224E-2,0
2026-04-18,1000000090,1000000028,1,128,7.8125E-3,12
2026-04-18,1000000090,1000000063,1,128,7.8125E-3,0
2026-04-18,1000000090,1000000064,1,128,7.8125E-3,76
2026-04-18,1000000090,1000000085,1,128,7.8125E-3,0
2026-04-18,1000000090,1000000090,3,128,2.34375E-2,2
2026-04-18,1000000090,1000000091,1,128,7.8125E-3,4
2026-04-18,1000000090,1000000092,1,128,7.8125E-3,0
2026-04-18,1000000090,1000000093,1,128,7.8125E-3,0
2026-04-18,1000000090,1000000094,1,128,7.8125E-3,0
2026-04-18,1000000090,1000000111,1,128,7.8125E-3,2
2026-04-18,1000000091,1000000028,1,181,5.5248618784530384E-3,12
2026-04-18,1000000091,1000000035,1,181,5.5248618784530384E-3,47
2026-04-18,1000000091,1000000045,3,181,1.6574585635359115E-2,2
2026-04-18,1000000091,1000000064,4,181,2.2099447513812154E-2,13
2026-04-18,1000000091,1000000085,2,181,1.1049723756906077E-2,38
2026-04-18,1000000091,1000000086,2,181,1.1049723756906077E-2,14
2026-04-18,1000000091,1000000087,2,181,1.1049723756906077E-2,24.5
2026-04-18,1000000091,1000000089,1,181,5.5248618784530384E-3,0
2026-04-18,1000000091,1000000090,3,181,1.6574585635359115E-2,4.333333333333333
2026-04-18,1000000091,1000000091,10,181,5.5248618784530384E-2,8.2
2026-04-18,1000000091,1000000092,2,181,1.1049723756906077E-2,10
2026-04-18,1000000091,1000000093,2,181,1.1049723756906077E-2,9
2026-04-18,1000000091,1000000094,2,181,1.1049723756906077E-2,0
2026-04-18,1000000091,1000000111,1,181,5.5248618784530384E-3,4
2026-04-18,1000000092,1000000028,1,148,6.756756756756757E-3,12
2026-04-18,1000000092,1000000064,3,148,2.027027027027027E-2,14
2026-04-18,1000000092,1000000084,1,148,6.756756756756757E-3,0
2026-04-18,1000000092,1000000085,2,148,1.3513513513513514E-2,0
2026-04-18,1000000092,1000000087,2,148,1.3513513513513514E-2,1
2026-04-18,1000000092,1000000088,1,148,6.756756756756757E-3,0
2026-04-18,1000000092,1000000090,3,148,2.027027027027027E-2,1
2026-04-18,1000000092,1000000091,3,148,2.027027027027027E-2,9.333333333333334
2026-04-18,1000000092,1000000092,8,148,5.405405405405406E-2,8.875
2026-04-18,1000000092,1000000093,1,148,6.756756756756757E-3,6
2026-04-18,1000000092,1000000111,1,148,6.756756756756757E-3,0
2026-04-18,1000000093,1000000044,2,717,2.789400278940028E-3,49.5
2026-04-18,1000000093,1000000045,2,717,2.789400278940028E-3,8
2026-04-18,1000000093,1000000062,4,717,5.578800557880056E-3,50.75
2026-04-18,1000000093,1000000064,9,717,1.2552301255230125E-2,9
2026-04-18,1000000093,1000000084,1,717,1.394700139470014E-3,3
2026-04-18,1000000093,1000000085,2,717,2.789400278940028E-3,0
2026-04-18,1000000093,1000000086,1,717,1.394700139470014E-3,6
2026-04-18,1000000093,1000000087,4,717,5.578800557880056E-3,3.5
2026-04-18,1000000093,1000000088,1,717,1.394700139470014E-3,62
2026-04-18,1000000093,1000000090,1,717,1.394700139470014E-3,0
2026-04-18,1000000093,1000000091,2,717,2.789400278940028E-3,0
2026-04-18,1000000093,1000000093,77,717,1.0739191073919108E-1,6.025974025974026
2026-04-18,1000000093,1000000094,3,717,4.1841004184100415E-3,0
2026-04-18,1000000093,1000000108,6,717,8.368200836820083E-3,24.333333333333332
2026-04-18,1000000093,1000000110,2,717,2.789400278940028E-3,0
2026-04-18,1000000093,1000000111,7,717,9.762900976290097E-3,7.142857142857143E-1
2026-04-18,1000000093,1000000112,2,717,2.789400278940028E-3,2
2026-04-18,1000000093,1000000113,1,717,1.394700139470014E-3,14
2026-04-18,1000000094,1000000035,1,185,5.405405405405406E-3,0
2026-04-18,1000000094,1000000044,1,185,5.405405405405406E-3,13
2026-04-18,1000000094,1000000064,1,185,5.405405405405406E-3,5
2026-04-18,1000000094,1000000084,1,185,5.405405405405406E-3,30
2026-04-18,1000000094,1000000086,1,185,5.405405405405406E-3,73
2026-04-18,1000000094,1000000088,1,185,5.405405405405406E-3,16
2026-04-18,1000000094,1000000089,1,185,5.405405405405406E-3,36
2026-04-18,1000000094,1000000090,1,185,5.405405405405406E-3,25
2026-04-18,1000000094,1000000091,2,185,1.0810810810810811E-2,2.5
2026-04-18,1000000094,1000000092,1,185,5.405405405405406E-3,18
2026-04-18,1000000094,1000000093,2,185,1.0810810810810811E-2,0
2026-04-18,1000000094,1000000094,16,185,8.648648648648649E-2,12.875
2026-04-18,1000000094,1000000108,3,185,1.6216216216216217E-2,4.333333333333333
2026-04-18,1000000094,1000000110,2,185,1.0810810810810811E-2,1
2026-04-18,1000000094,1000000111,4,185,2.1621621621621623E-2,34.25
2026-04-18,1000000108,1000000035,1,245,4.081632653061225E-3,15
2026-04-18,1000000108,1000000042,1,245,4.081632653061225E-3,83
2026-04-18,1000000108,1000000043,1,245,4.081632653061225E-3,0
2026-04-18,1000000108,1000000044,1,245,4.081632653061225E-3,82
2026-04-18,1000000108,1000000045,3,245,1.2244897959183673E-2,0
2026-04-18,1000000108,1000000064,2,245,8.16326530612245E-3,43
2026-04-18,1000000108,1000000071,1,245,4.081632653061225E-3,12
2026-04-18,1000000108,1000000083,1,245,4.081632653061225E-3,0
2026-04-18,1000000108,1000000084,1,245,4.081632653061225E-3,0
2026-04-18,1000000108,1000000087,1,245,4.081632653061225E-3,0
2026-04-18,1000000108,1000000091,1,245,4.081632653061225E-3,0
2026-04-18,1000000108,1000000092,2,245,8.16326530612245E-3,21
2026-04-18,1000000108,1000000093,7,245,2.857142857142857E-2,9.142857142857142
2026-04-18,1000000108,1000000094,3,245,1.2244897959183673E-2,5.666666666666667
2026-04-18,1000000108,1000000108,24,245,9.795918367346938E-2,9.083333333333334
2026-04-18,1000000108,1000000111,1,245,4.081632653061225E-3,0
2026-04-18,1000000108,1000000112,1,245,4.081632653061225E-3,38
2026-04-18,1000000108,1000000127,1,245,4.081632653061225E-3,0
2026-04-18,1000000110,1000000027,1,73,1.36986301369863E-2,39
2026-04-18,1000000110,1000000083,1,73,1.36986301369863E-2,2
2026-04-18,1000000110,1000000093,1,73,1.36986301369863E-2,0
2026-04-18,1000000110,1000000094,1,73,1.36986301369863E-2,0
2026-04-18,1000000110,1000000108,1,73,1.36986301369863E-2,0
2026-04-18,1000000110,1000000110,6,73,8.21917808219178E-2,3
2026-04-18,1000000110,1000000112,1,73,1.36986301369863E-2,0
2026-04-18,1000000111,1000000045,1,338,2.9585798816568047E-3,14
2026-04-18,1000000111,1000000062,2,338,5.917159763313609E-3,1.5
2026-04-18,1000000111,1000000064,8,338,2.3668639053254437E-2,16.5
2026-04-18,1000000111,1000000066,1,338,2.9585798816568047E-3,0
2026-04-18,1000000111,1000000084,1,338,2.9585798816568047E-3,17
2026-04-18,1000000111,1000000085,1,338,2.9585798816568047E-3,0
2026-04-18,1000000111,1000000086,1,338,2.9585798816568047E-3,73
2026-04-18,1000000111,1000000087,1,338,2.9585798816568047E-3,3
2026-04-18,1000000111,1000000088,2,338,5.917159763313609E-3,31
2026-04-18,1000000111,1000000091,2,338,5.917159763313609E-3,15
2026-04-18,1000000111,1000000092,1,338,2.9585798816568047E-3,0
2026-04-18,1000000111,1000000093,10,338,2.9585798816568046E-2,10.1
2026-04-18,1000000111,1000000094,1,338,2.9585798816568047E-3,0
2026-04-18,1000000111,1000000108,1,338,2.9585798816568047E-3,0
2026-04-18,1000000111,1000000110,2,338,5.917159763313609E-3,1
2026-04-18,1000000111,1000000111,33,338,9.763313609467456E-2,7.424242424242424
2026-04-18,1000000111,1000000112,1,338,2.9585798816568047E-3,0
2026-04-18,1000000111,1000000113,1,338,2.9585798816568047E-3,0
2026-04-18,1000000111,1000000156,1,338,2.9585798816568047E-3,41
2026-04-18,1000000112,1000000042,1,96,1.0416666666666666E-2,1
2026-04-18,1000000112,1000000043,1,96,1.0416666666666666E-2,66
2026-04-18,1000000112,1000000044,1,96,1.0416666666666666E-2,82
2026-04-18,1000000112,1000000045,1,96,1.0416666666666666E-2,0
2026-04-18,1000000112,1000000064,2,96,2.0833333333333332E-2,54.5
2026-04-18,1000000112,1000000086,1,96,1.0416666666666666E-2,0
2026-04-18,1000000112,1000000088,2,96,2.0833333333333332E-2,2
2026-04-18,1000000112,1000000089,1,96,1.0416666666666666E-2,0
2026-04-18,1000000112,1000000093,1,96,1.0416666666666666E-2,0
2026-04-18,1000000112,1000000110,1,96,1.0416666666666666E-2,0
2026-04-18,1000000112,1000000112,3,96,3.125E-2,0
2026-04-18,1000000113,1000000044,1,102,9.80392156862745E-3,0
